店名,電話,住所,ジャンル
ユニバースビッグハウス湊店,青森県八戸市大字湊町字穴畑６,0178-34-3071,スーパー
スーパーマーケットユニバースビッグハウス湊店,青森県八戸市大字湊町字穴畑６,0178-34-3071,スーパー
スーパーマーケットユニバース 階上店,青森県三戸郡階上町大字道仏字耳ケ吠４３３６９,0178-80-1730,スーパー
ユニバース階 上店,青森県三戸郡階上町大字道仏字耳ケ吠４３３６９,0178-80-1730,スーパー
ユニバースむつ旭町店,青森県むつ市旭町４２０,0175-28-3211,スーパー
株式会社ゆめグリーンAコープ六戸店,青森県上北郡六戸町大字犬落瀬字後田１９８,0176-55-3030,スーパー
株式会社スーパーカケモ 三小通り店,青森県十和田市東十三番町３２１,0176-23-9119,スーパー
株式会社カケモ 三小通り店,青森県十和田市東十三番町３２１,0176-23-9119,スーパー
マエダストア田子店,青森県三戸郡田子町大字田子字下田子東ノ又９１,0179-20-7720,スーパー
スーパーマーケットユニバース根城店,青森県八戸市根城４丁目１０１,0178-44-7141,スーパー
ユニバース根城店,青森県八戸市根城４丁目１０１,0178-44-7141,スーパー
株式会社マエダ マエダストア大畑店,青森県むつ市大畑町中島３９２６,0175-34-6888,スーパー
スーパーマーケットユニバース百石店,青森県上北郡おいらせ町上明堂４６,0178-52-3737,スーパー
ユニバース百石店,青森県上北郡おいらせ町上明堂４６,0178-52-3737,スーパー
ユニバース 大野店,青森県青森市西大野３丁目１２,017-762-3388,スーパー
ユニバース店舗運営部,青森県八戸市大字長苗代字前田８３１,0120-203-006,スーパー
ユニバース商品部物流グループ,青森県八戸市大字長苗代字前田８３１,0120-203-006,スーパー
ユニバース本部,青森県八戸市大字長苗代字前田８３１,0120-203-006,スーパー
ユニバース人事教育部,青森県八戸市大字長苗代字前田８３１,0120-203-006,スーパー
ユニバースカード係,青森県八戸市大字長苗代字前田８３１,0120-203-006,スーパー
ユニバース管理部財務グループ,青森県八戸市大字長苗代字前田８３１,0120-203-006,スーパー
ユニバース管理部情報システムグループ,青森県八戸市大字長苗代字前田８３１,0120-203-006,スーパー
ユニバース販売促進部,青森県八戸市大字長苗代字前田８３１,0120-203-006,スーパー
ユニバース総務部,青森県八戸市大字長苗代字前田８３１,0120-203-006,スーパー
ユニバース お客様お問い合せ,青森県八戸市大字長苗代字前田８３１,0120-203-006,スーパー
ユニバース管理部経理グループ,青森県八戸市大字長苗代字前田８３１,0120-203-006,スーパー
ユニバース商品部,青森県八戸市大字長苗代字前田８３１,0120-203-006,スーパー
ユニバース開発部,青森県八戸市大字長苗代字前田８３１,0120-203-006,スーパー
株式会社スーパーカケモ 本部,青森県十和田市穂並町１５１０,0176-22-6711,スーパー
株式会社カケモ 本部,青森県十和田市穂並町１５１０,0176-22-6711,スーパー
ユニバースラ・セラ東バイパスショッピングセンター,青森県青森市八重田４丁目２１,017-737-1890,スーパー
スーパーマーケットユニバースラ・セラ東バイパス店,青森県青森市八重田４丁目２１,017-737-1890,スーパー
ユニバースラ・セラ東バイパス店,青森県青森市八重田４丁目２１,017-737-1890,スーパー
食彩館もりた,青森県上北郡六ヶ所村大字泊字村ノ内８４１,0175-77-2037,スーパー
ユニバース 湊高台店,青森県八戸市湊高台７丁目１２５,0178-32-2101,スーパー
ユニバース筒井店,青森県青森市大字筒井字八ツ橋７３１,017-738-8600,スーパー
株式会社カケモ 西金崎店,青森県十和田市大字三本木字西金崎４２８１,0176-20-1411,スーパー
株式会社スーパーカケモ 西金崎店,青森県十和田市大字三本木字西金崎４２８１,0176-20-1411,スーパー
株式会社カケモ 切田通り店,青森県十和田市西三番町２４１８,0176-22-9513,スーパー
株式会社スーパーカケモ 切田通り店,青森県十和田市西三番町２４１８,0176-22-9513,スーパー
北野エース 青森エルム店,青森県五所川原市大字唐笠柳字藤巻５１７１,0173-26-7441,スーパー
ユニバース松園町店,青森県三沢市松園町３丁目５１,0176-57-1118,スーパー
スーパーマーケットユニバース松園町店,青森県三沢市松園町３丁目５１,0176-57-1118,スーパー
葛西スーパー,青森県西津軽郡鰺ヶ沢町大字赤石町字宇名原１６１,0173-72-5103,スーパー
ユニバース 上北町店,青森県上北郡東北町旭北１丁目６８０１,0176-56-2225,スーパー
スーパーマーケットユニバース小中野店,青森県八戸市小中野３丁目２４７２,0178-22-5550,スーパー
ユニバース小中野店,青森県八戸市小中野３丁目２４７２,0178-22-5550,スーパー
なかむらストアー,青森県八戸市柏崎６丁目２０１２,0178-22-5417,スーパー
つがる弘前農業協同組合 販売部直販課店舗係グリーンハウスかあさんの店,青森県弘前市大字城東北４丁目１１,0172-27-9273,スーパー
いとく平賀店,青森県平川市本町平野８７,0172-44-8525,スーパー
ユニバース下長店,青森県八戸市下長４丁目１１,0178-28-9345,スーパー
スーパーマーケットユニバース下長店,青森県八戸市下長４丁目１１,0178-28-9345,スーパー
とりせん,青森県北津軽郡鶴田町大字鶴田字早瀬１７１１０,0173-22-2988,スーパー
ドン・キホーテ 弘前店,青森県弘前市大字高田５丁目２８,0570-053-911,ディスカウントショップ
カブセンター 神田店,青森県弘前市大字神田３丁目２８,0172-31-0201,スーパー
中土手魚菜センター 大高商店,青森県弘前市大字土手町８６,0172-35-8158,スーパー
ベニマート松原店,青森県弘前市大字中野４丁目４９,0172-87-4451,スーパー
ドン・キホーテ 弘前店,青森県弘前市大字高田５丁目２８,0570-053-911,ディスカウントショップ
カブセンター 神田店,青森県弘前市大字神田３丁目２８,0172-31-0201,スーパー
コープあおもり 和徳店,青森県弘前市大字野田２丁目２１８,0172-36-3455,スーパー
CELEST,青森県青森市新町１丁目７１,017-718-3030,スーパー
つがる弘前農業協同組合 販売部直販課店舗係ひろさき新鮮組,青森県弘前市大字亀甲町６１,0172-35-8828,スーパー
カブセンター 弘前店,青森県弘前市大字高田４丁目２１０,0172-27-6500,スーパー
つがる弘前農業協同組合 販売部直販課店舗係グリーンハウスかあさんの店,青森県弘前市大字城東北４丁目１１,0172-27-9273,スーパー
中土手魚菜センター 大高商店,青森県弘前市大字土手町８６,0172-35-8158,スーパー
大高商店,青森県弘前市大字土手町８６,0172-35-8158,スーパー
コープあおもり 松原店,青森県弘前市大字松原東３丁目２９,0172-87-4661,スーパー
株式会社スーパーストア 金木タウンセンター店,青森県五所川原市金木町沢部４６０,0173-54-1147,スーパー
カブセンター 長苗代店,青森県八戸市大字長苗代字前田６５１,0178-20-5700,スーパー
カブセンター 柏店,青森県つがる市柏上古川八重崎７６,0173-27-5050,スーパー
スーパーシティアサヒ十和田店,青森県十和田市大字相坂字白上２４８１４,0176-21-5270,ドラッグストア
株式会社サンデー 柏店,青森県つがる市柏稲盛岡本８３１,0173-25-2871,ホームセンター
株式会社佐藤長板 柳店,青森県北津軽郡板柳町大字福野田字実田９１１,0172-73-5580,ディスカウントショップ
つがる弘前農業協同組合 農産物直売所ふじの里,青森県南津軽郡藤崎町大字藤崎字中豊田１５４,0172-89-7087,スーパー
DCM 青森中央1号館,青森県青森市緑３丁目１１３,017-734-3000,ホームセンター
青森県民生協 おいらせ店,青森県上北郡おいらせ町牛込平７３１,0178-80-7488,スーパー
津軽みらい農業協同組合 平賀基幹グリーンセンター産直センターひらか,青森県平川市小和森上松岡２１１１,0172-43-1831,スーパー
青森県民生活協同組合 あじさい館,青森県青森市松原３丁目９２,017-732-1515,スーパー
生協あじさい館,青森県青森市松原３丁目９２,017-732-1515,スーパー
スーパーちふね,青森県むつ市脇野沢本村１１９,0175-44-2705,仕出し料理
ちふね,青森県むつ市脇野沢本村１１９,0175-44-2705,仕出し料理
イオン藤崎店,青森県南津軽郡藤崎町大字西豊田１丁目７１,0172-75-3300,スーパー
ザビッグ浪岡店,青森県青森市浪岡大字浪岡字松嶋１５,0172-69-1611,ディスカウントショップ
ドン・キホーテ 青森観光通り店,青森県青森市浜田３丁目１１,0570-032-311,ディスカウントショップ
スーパーシティアサヒビードルプラザ店,青森県三沢市松園町３丁目１０１,0176-52-5025,ドラッグストア
マエダ本店 モリタカバン,青森県むつ市小川町２丁目４８,0175-22-5408,かばん、ハンドバッグ
株式会社モリタ マエダ店,青森県むつ市小川町２丁目４８,0175-22-5408,かばん、ハンドバッグ
生協アカシア館,青森県青森市柳川２丁目４２２,017-761-7722,スーパー
青森県民生活協同組合 アカシア館,青森県青森市柳川２丁目４２２,017-761-7722,スーパー
業務スーパー 青森南店,青森県青森市大字古館字大柳７５６,017-742-3030,ディスカウントショップ
十和田おいらせ農業協同組合 かだぁーれ,青森県十和田市大字三本木字里ノ沢４１,0176-51-4020,スーパー
八戸農業協同組合 アグリマーケット八菜館,青森県八戸市卸センター１丁目１７１,0178-21-1477,スーパー
マエダストア 日計店,青森県八戸市日計１丁目３１,0178-20-3315,スーパー
青森県民生活協同組合 さくら館,青森県青森市桜川７丁目５９,017-765-1717,スーパー
八戸綜合食品センター 協組,青森県八戸市大字河原木字神才２２２,0178-28-9311,スーパー
ベニーマート黒石店,青森県黒石市ちとせ１丁目１５４,0172-59-1095,スーパー
スーパーふくだ,青森県上北郡七戸町字野崎森ノ下１６１,0176-69-1003,スーパー
カサイ食品センター,青森県平川市本町北柳田１２１,0172-44-2666,食料品、飲料品
青森県民生活協同組合 集配センター,青森県青森市浜館３丁目７７,017-742-0981,生活協同組合
カブセンター 大野店,青森県青森市大字大野字前田７３６,017-762-3515,スーパー
津軽みらい農業協同組合 尾上特産物直売所,青森県平川市日沼富田１０１９,0172-57-5510,スーパー
青森県民生活協同組合 金沢店,青森県青森市大字浪館字泉川２０５,017-739-8212,スーパー
生協あやめ館,青森県青森市大字三内字丸山１１１３２,017-761-7733,スーパー
青森県民生活協同組合 あやめ館,青森県青森市大字三内字丸山１１１３２,017-761-7733,スーパー
JA産直プラザ むつ市役所庁舎内店,青森県むつ市中央１丁目８１,0175-22-9831,スーパー
マエダ本店 サン・ドライマエダ店,青森県むつ市小川町２丁目４８,0175-22-8390,クリーニング
サン・ドライクリーニングマエダ店,青森県むつ市小川町２丁目４８,0175-22-8390,クリーニング
ドン・キホーテ 八戸店,青森県八戸市江陽２丁目１４１,0570-044-311,ディスカウントショップ
株式会社サンデー 浪岡店,青森県青森市浪岡大字女鹿沢字稲本８１,0172-62-0334,ホームセンター
コープあおもりるいけ店,青森県八戸市南類家３丁目１１,0178-46-5451,スーパー
ザビッグ青森東店,青森県青森市大字矢田前字弥生田４５１,017-726-1461,ディスカウントショップ
青森県民生活協同組合 はまなす館,青森県青森市大字羽白字沢田３０６１,017-788-5800,スーパー
株式会社サンデー 十和田店,青森県十和田市大字相坂字小林２４,0176-23-9681,ホームセンター
青森県民生活協同組合 つくだ店,青森県青森市中佃２丁目１９２３,017-742-1424,スーパー
株式会社スーパー佐藤長 森田店,青森県つがる市森田町山田新田１７１,0173-49-7722,ディスカウントショップ
トライアル 八戸店,青森県八戸市大字糠塚字狐森１８１０,0178-71-1620,ディスカウントショップ
生協コスモス館,青森県青森市富田３丁目１６８,017-766-7771,スーパー
青森県民生活協同組合 コスモス館,青森県青森市富田３丁目１６８,017-766-7771,スーパー
ガーラタウン青森ウエストモール 株式会社サンデー青森店,青森県青森市三好２丁目２１,017-782-1231,ホームセンター
株式会社サンデー 青森店,青森県青森市三好２丁目２１,017-782-1231,ホームセンター
ベニーマート 観光通店,青森県青森市青葉３丁目６６,017-762-1616,スーパー
金木タウンセンター ノア,青森県五所川原市金木町沢部４６８１,0173-52-5511,スーパー
イトーヨーカドー青森店,青森県青森市浜田１丁目１４１,017-739-0211,ショッピングセンター
あぐりサービス株式会社 Aコープ倉内店,青森県上北郡六ヶ所村大字倉内字笹崎８６８１,0175-74-2525,農業協同組合
青森県民生活協同組合 新城店,青森県青森市大字石江字江渡５２３,017-788-3401,スーパー
青森農業協同組合 フルーツショップ,青森県青森市浪岡大字女鹿沢字野尻２３,0172-62-1190,スーパー
ファミリーマートさとう大間店,青森県下北郡大間町大字大間字太田７３６,0175-37-5750,スーパー
株式会社とびしま,青森県西津軽郡鰺ヶ沢町大字舞戸町字上富田１４９２,0173-72-2141,スーパー
コープあおもり 共同購入青森センター,青森県青森市問屋町１丁目１３１７,017-764-3230,スーパー
株式会社サンデー 三戸店,青森県三戸郡三戸町大字川守田字下比良２３１,0179-22-2600,ホームセンター
青森県民生活協同組合 共済課,青森県青森市浜館３丁目７７,017-743-3187,生活協同組合
サンロード青森 イオン青森店,青森県青森市緑３丁目９２,017-723-4131,スーパー
イオン青森店,青森県青森市緑３丁目９２,017-723-4131,スーパー
青森農業協同組合 あすなろ直売センター,青森県青森市大字羽白字富田１９３１,017-787-1988,スーパー
ゆうき青森農業協同組合あぐりハウスすずな,青森県上北郡野辺地町字野辺地１５,0175-64-5178,スーパー
すずのきむつ店,青森県むつ市小川町２丁目４８,0175-22-9397,呉服、和装小物
マエダ本店 すずのきむつ店,青森県むつ市小川町２丁目４８,0175-22-9397,呉服、和装小物
青森県民生活協同組合 ひまわり館,青森県青森市浜館６丁目４１,017-744-8000,スーパー
生協ひまわり館,青森県青森市浜館６丁目４１,017-744-8000,スーパー
株式会社ヤマイシ 食専館本町店,青森県青森市本町４丁目３６,017-732-5222,食料品
株式会社ヤマイシ ヤマイシ食専館本町店,青森県青森市本町４丁目３６,017-732-5222,食料品
ユニバース 松原店,青森県弘前市大字松原東１丁目３１,0172-39-7177,スーパー
スーパーマーケットユニバース城東店,青森県弘前市大字早稲田４丁目２２,0172-29-5880,スーパー
ユニバース城東店,青森県弘前市大字早稲田４丁目２２,0172-29-5880,スーパー
スーパーマーケットユニバース堅田店,青森県弘前市大字青山２丁目２３１,0172-37-2515,スーパー
ユニバース堅田店,青森県弘前市大字青山２丁目２３１,0172-37-2515,スーパー
スーパーマーケットユニバース南大町店,青森県弘前市大字南大町１丁目１０１,0172-38-8800,スーパー
ユニバース南大町店,青森県弘前市大字南大町１丁目１０１,0172-38-8800,スーパー
株式会社佐藤長 岩木店,青森県弘前市大字賀田２丁目３１,0172-82-5535,スーパー
ジュピターコーヒー青森ラビナ店,青森県青森市柳川１丁目２３,017-775-9861,スーパー
りんごの森,青森県弘前市大字湯口字一ノ細川３０７,0172-84-3411,スーパー
相馬村農業協同組合 特産物直売センター林檎の森,青森県弘前市大字湯口字一ノ細川３０７,0172-84-3411,スーパー
サンフェスタ・いしかわ,青森県弘前市大字石川字泉田６２１,0172-92-3366,スーパー
津軽みらい農業協同組合 あっぷるはうす,青森県黒石市大字花巻字長坂南２８,0172-53-1650,スーパー
株式会社スーパーストア中里店,青森県北津軽郡中泊町大字中里字紅葉坂１５４,0173-69-1147,スーパー
マエダ本店ソノダビューティスタジオマエダ店,青森県むつ市小川町２丁目４８,0175-22-0727,美容、サロン
ソノダビューティスタジオ マエダ店,青森県むつ市小川町２丁目４８,0175-22-0727,美容、サロン
津軽みらい農業協同組合 あっぷるはうす,青森県黒石市大字花巻字長坂南２８,0172-53-1650,スーパー
カルディコーヒーファーム下田店,青森県上北郡おいらせ町中野平４０１,0178-50-3174,スーパー
カルディコーヒーファーム 五所川原店,青森県五所川原市大字唐笠柳字藤巻５１７１,0173-33-6067,スーパー
サンフェスタ・いしかわ,青森県弘前市大字石川字泉田６２１,0172-92-3366,スーパー
有限会社其田商店,青森県東津軽郡今別町大字今別字今別１,0174-35-2004,スーパー
株式会社スーパーカケモ七戸店,青森県上北郡七戸町字笊田川久保１６２,0176-60-1215,食品、食材
株式会社カケモ 七戸店,青森県上北郡七戸町字笊田川久保１６２,0176-60-1215,食品、食材
スーパーストア鶴田フッドリバーモール店,青森県北津軽郡鶴田町大字鶴田字中泉２４５１,0173-23-1147,スーパー
金谷マート,青森県青森市大字後潟字平野５５２,017-754-3536,定食、食堂
カブセンター 西青森店,青森県青森市大字石江字三好１３０１,017-761-2130,スーパー
イオンスーパーセンター十和田店,青森県十和田市大字相坂字六日町山１６６１,0176-21-3000,スーパー
DCM八食店,青森県八戸市大字長苗代字狐田５１,0178-28-1200,ホームセンター
DCMむつ店,青森県むつ市中央１丁目５１,0175-22-0255,ホームセンター
ピアドゥ株式会社 イトーヨーカドー八戸沼館店,青森県八戸市沼館４丁目７１１１,0178-22-5511,ショッピングセンター
株式会社イトーヨーカドー 八戸沼館店,青森県八戸市沼館４丁目７１１１,0178-22-5511,ショッピングセンター
青森県民生活協同組合 八重田店,青森県青森市造道３丁目２５９,017-765-2501,スーパー
ニュー・クイック五所川原店,青森県五所川原市大字唐笠柳字藤巻５１７１,0173-34-7010,スーパー
DCM下田店,青森県上北郡おいらせ町住吉４丁目５０３３,0176-53-1130,ホームセンター
中土手魚菜センター カサイ刺身店,青森県弘前市大字土手町８６,0172-36-2228,食品、食材（その他）
カサイ刺身店,青森県弘前市大字土手町８６,0172-36-2228,食品、食材（その他）
メガ 弘前駅前店,青森県弘前市大字駅前２丁目８３,0172-31-2505,薬局
肉の山谷,青森県つがる市木造有楽町１４,0173-42-3253,食品、食材（その他）
有限会社スーパーヤマヤ 惣菜のヤマヤ,青森県つがる市木造有楽町１４,0173-42-3253,食品、食材（その他）
惣菜のヤマヤ,青森県つがる市木造有楽町１４,0173-42-3253,食品、食材（その他）
メガ城 東北店,青森県弘前市大字城東北４丁目４１０,0172-27-2700,薬局
八食センター,青森県八戸市大字河原木字神才２２２,0178-28-9311,食品、食材
ユニバース 東青森店,青森県青森市大字田屋敷字増田１６２,017-765-7100,スーパー
スーパーマーケットユニバース東青森店,青森県青森市大字田屋敷字増田１６２,017-765-7100,スーパー
スーパーコイズミ,青森県上北郡六ヶ所村大字倉内字笹崎３４６,0175-74-2173,スーパー
株式会社スーパーカケモ 惣菜センター,青森県十和田市西三番町２０２０,0176-22-6401,総菜
株式会社カケモ 惣菜センター,青森県十和田市西三番町２０２０,0176-22-6401,総菜
メガ 東青森店,青森県青森市東造道３丁目４１,017-736-8808,薬局
メガ 勝田店,青森県青森市勝田２丁目２０１,017-721-2400,薬局
メガ石江店,青森県青森市大字石江字岡部８４１,017-761-1232,薬局
八食サービスエイトこめ蔵,青森県八戸市大字河原木字神才２２２,0178-28-9315,食品、食材（その他）
八食サービスエイト,青森県八戸市大字河原木字神才２２２,0178-28-9315,食品、食材（その他）
メガ 小柳店,青森県青森市小柳５丁目１９８,017-743-2555,薬局
桜紙業包装用品株式会社 虹のマート店,青森県弘前市大字駅前町１２１,0172-36-6612,スーパー
虹のマート 桜紙業包装用品株式会社,青森県弘前市大字駅前町１２１,0172-36-6612,スーパー
八百屋・魚屋やまむら,青森県八戸市諏訪３丁目２１,0178-73-7518,スーパー
有限会社スーパー玉井,青森県北津軽郡鶴田町大字鶴田字生松１０７１,0173-22-3114,スーパー
ファミリーマートさとう 中央店,青森県むつ市中央１丁目２２１,0175-33-8260,スーパー
東洋社クリーニングユニバース東青森店,青森県青森市大字田屋敷字増田１６２,017-765-2635,クリーニング
サンスターK2マート店,青森県西津軽郡鰺ヶ沢町大字舞戸町字西禿２５２,0173-82-2520,スーパー
K2マート,青森県西津軽郡鰺ヶ沢町大字舞戸町字西禿２５２,0173-82-2520,スーパー
虹のマート石崎食料品店,青森県弘前市大字駅前町１２１,0172-32-6411,スーパー
虹のマート,青森県弘前市大字駅前町１２１,0172-32-6411,スーパー
サンクゼール久世福商店 ELM店,青森県五所川原市大字唐笠柳字藤巻５１７１,0173-26-5445,酒店
マエダストア六戸店,青森県上北郡六戸町大字犬落瀬前谷地13-1,0176-55-5551,スーパー
よこまちストア吹上店,青森県八戸市吹上5-7-88,0178-47-1234,スーパー
イトーヨーカドー青森店,青森県青森市浜田1丁目14-1,017-739-0211,スーパー
スーパーシティアサヒ十和田店,青森県十和田市相坂字白上248-14,0176-21-5270,スーパー
マックスバリュ幸畑店,青森県青森市幸畑3丁目1-8,017-738-1308,スーパー
県民生協はまなす館,青森県青森市羽白沢田306-1,017-788-5800,スーパー
マックスバリュ三戸店,青森県三戸郡三戸町川守田下比良18-1,0179-20-0210,スーパー
パワーズU十和田店,青森県十和田市穂並町6-1,0176-24-1611,スーパー
八食センター,青森県八戸市河原木字神才22-2,0178-28-9311,スーパー
イトーヨーカドー弘前店,青森県弘前市大字駅前3丁目2-1,0172-33-5511,スーパー
よこまちストア五戸店,青森県三戸郡五戸町下モ沢向25-3,0178-62-7300,スーパー
カブセンター五所川原店,青森県五所川原市大字唐笠柳字藤巻697-2,0173-38-4500,スーパー
ハードオフ弘前店,青森県弘前市青山5丁目27-4,0172-26-5607,リサイクルショップ
ブックオフ弘前城東店,青森県弘前市和泉2丁目18-2,0172-29-5432,リサイクルショップ
セカンドストリート弘前店,青森県弘前市大字末広2丁目3-1,0172-29-4772,リサイクルショップ
ブックオフ102号弘前高田店,青森県弘前市高田5丁目1-5,0172-29-2520,リサイクルショップ
オフハウス弘前店,青森県弘前市大字高田2丁目7-3,0172-29-4242,リサイクルショップ
オフハウス十和田店,青森県十和田市元町東1-6-23,0176-21-2050,リサイクルショップ
リサイクルマート八戸店,青森県八戸市石堂2丁目25-5,0178-38-5751,リサイクルショップ
セカンドストリート青森浜館店,青森県青森市浜館3丁目3-20,017-765-2477,リサイクルショップ
セカンドストリートむつ苫生店,青森県むつ市金曲1丁目7-1,0175-33-7133,リサイクルショップ
セカンドストリート八戸根城店,青森県八戸市根城8丁目8-8,0178-73-8202,リサイクルショップ
セカンドストリート黒石店,青森県黒石市富士見103-3,0172-55-0025,リサイクルショップ
有限会社ケーセイ,青森県八戸市下長６丁目６１４,0178-28-1234,リサイクルショップ
セカンドストリート青森柳川店,青森県青森市柳川2丁目4-22,017-761-1663,リサイクルショップ
ブックオフPLUSシンフォニープラザ八戸沼館店,青森県八戸市沼館4丁目4-8,0178-20-0610,リサイクルショップ
オフハウス青森中央店,青森県青森市東大野2丁目8-7,017-762-4433,リサイクルショップ
ハードオフむつ店,青森県むつ市中央2丁目11-3,0175-33-2033,リサイクルショップ
ブックオフ青森東バイパス店,青森県青森市はまなす2丁目1-31,017-737-0013,リサイクルショップ
ハードオフ八戸店,青森県八戸市沼館4丁目7-100,0178-20-8841,リサイクルショップ
オフハウス八戸店,青森県八戸市沼館4丁目7-100,0178-20-8841,リサイクルショップ
お宝・探偵団,青森県十和田市西十三番町５２７,0176-23-1187,リサイクルショップ
ブックオフ八戸湊高台店,青森県八戸市湊高台2-13-43,0178-32-0500,リサイクルショップ
ブックオフ青森石江店,青森県青森市石江三好102-1,017-761-4522,リサイクルショップ
セカンドストリート八戸新井田店,青森県八戸市大字新井田字寺沢18-11,0178-32-4170,リサイクルショップ
ハードオフ十和田店,青森県十和田市元町東1-6-23,0176-21-2030,リサイクルショップ
セカンドストリート八戸下長店,青森県八戸市下長4丁目10-11,0178-21-2306,リサイクルショップ
ハードオフ青森中央店,青森県青森市東大野2-8-7,017-762-4422,リサイクルショップ
工具王サンライズ,青森県青森市浪岡大字浪岡松嶋15,0078-6026-8136,リサイクルショップ
リサイクルマートイオンモール下田店,青森県上北郡おいらせ町中野平40-1,0178-50-3195,リサイクルショップ
有限会社陸中商会 階上営業所,青森県三戸郡階上町大字道仏字天当平５１０,0178-70-5391,リサイクルショップ
リサイクルショップ　ミッシュ,青森県八戸市大字大久保字下大久保19-5,090-1737-6169,リサイクルショップ
東京書店弘前店,青森県弘前市大字青山１丁目１９４,0172-31-2108,書店
成田書店,青森県弘前市大字親方町１８３,0172-32-7079,書店
リユースショップまんじ屋,青森県弘前市大字新里字中樋田２９５,0172-78-3183,リサイクルショップ
花蔵屋,青森県弘前市大字石渡４丁目１０４,0172-55-6688,書店
古書・思い出の歴史,青森県青森市本町２丁目１８,017-763-5137,書店
株式会社高橋商店,青森県弘前市大字大和沢字沢田１３８,0172-87-5859,リサイクルショップ
株式会社高橋商店大和沢工場,青森県弘前市大字大和沢字沢田１３８,0172-87-5859,リサイクルショップ
藤田古道具店,青森県弘前市大字本町２２,0172-35-1167,趣味、スポーツ、工芸（その他）
リサイクルキング,青森県弘前市大字樋の口２丁目９６,0172-31-1980,リサイクルショップ
さくら咲く,青森県青森市新町１丁目１４２１,017-777-7153,リサイクルショップ
誠信堂書店,青森県青森市橋本２丁目１８６,017-723-1575,書店
オフハウス弘前店,青森県弘前市大字高田２丁目７３,0172-29-4242,リサイクルショップ
有限会社滝尻商店,青森県八戸市大字大工町１５,0178-44-1261,リサイクルショップ
萬屋出張買取専門ダイヤル,青森県弘前市大字和泉１丁目２１,0120-462-825,リサイクルショップ
アナログ本舗,青森県弘前市大字門外４丁目１１３,0172-27-4158,リサイクルショップ
小山古書店,青森県弘前市大字駅前３丁目６７,0172-32-6030,書店
宝さがしさくら野弘前店,青森県弘前市大字城東北３丁目１０１,0172-27-8970,リサイクルショップ
リサイクルショッププラザ,青森県八戸市小中野４丁目３４０,0120-450-654,リサイクルショップ
塚本工業,青森県三戸郡田子町大字田子字下田子３１,0179-32-2489,リサイクルショップ
セカンドストリート 青森浜館店,青森県青森市浜館３丁目３２０,017-765-2477,リサイクルショップ
リサイクルタイヨードーバイパス店,青森県むつ市横迎町１丁目１４７,0175-23-5188,リサイクルショップ
やました,青森県八戸市大字尻内町字直田堰１０３,0178-70-2161,趣味、スポーツ、工芸（その他）
本の市場,青森県八戸市大字新井田字塩入４９４,0178-33-8944,書店
有限会社東海金属,青森県八戸市新湊２丁目１４７,0178-34-2745,趣味、スポーツ、工芸（その他）
オフハウス十和田店,青森県十和田市元町東１丁目６２３,0176-21-2050,リサイクルショップ
有限会社浜野物産リサイクル部,青森県上北郡東北町字家ノ前１２,0175-64-6139,リサイクルショップ
岩本古物商,青森県三沢市岡三沢２丁目３１７,0176-53-2187,趣味、スポーツ、工芸（その他）
リサイクルショップ2ステップ,青森県上北郡おいらせ町住吉４丁目５０９０１,0176-51-6227,リサイクルショップ
オフハウス青森中央店,青森県青森市東大野２丁目８７,017-762-4433,リサイクルショップ
サワツー(SAWA2),青森県むつ市新町１４３６,0175-22-3822,リサイクルショップ
銀座屋 青森青葉店,青森県青森市青葉２丁目２９,017-757-8080,リサイクルショップ
リサイクルセンター黒石,青森県黒石市大字元町１２０,0172-53-5658,リサイクルショップ
池田商店,青森県八戸市大字是川字坊ア坂４４７,0178-96-1131,趣味、スポーツ、工芸（その他）
ブックオフシンフォニープラザ八戸沼館店,青森県八戸市沼館４丁目４８,0178-20-0610,リサイクルショップ
リサイクル・プランガレージ,青森県上北郡おいらせ町緑ヶ丘７丁目５０１９７３,0176-58-5778,リサイクルショップ
ブックオフ青森東バイパス店,青森県青森市はまなす２丁目１３１,017-737-0013,リサイクルショップ
青森リサイクル市場,青森県青森市大字横内字鏡山１９２,017-718-1016,リサイクルショップ
株式会社メディリング,青森県上北郡おいらせ町洋光台３丁目６８,0178-52-8333,リサイクルショップ
ブックオフ 八戸湊高台店,青森県八戸市湊高台２丁目１３５,0178-32-0500,リサイクルショップ
ブックオフ青森石江店,青森県青森市大字石江字三好１０２１,017-761-4522,リサイクルショップ
リサイクル市場青森東店,青森県東津軽郡平内町大字浜子字堀替２４４,017-755-6333,リサイクルショップ
リサイクルショップフレンド,青森県上北郡おいらせ町黒坂谷地１１０１０８,0178-52-2753,リサイクルショップ
ゲーム倉庫五所川原店,青森県五所川原市字一ツ谷５１７８,0173-35-8797,リサイクルショップ
株式会社もっかいトラスト 青森営業所,青森県青森市合浦１丁目９２,017-742-4192,趣味、スポーツ、工芸（その他）
リサイクルキング イオンモールつがる柏,青森県つがる市柏稲盛幾世４１,0173-27-5535,リサイクルショップ
木村商会,青森県むつ市大平町５３１４,0175-24-2593,趣味、スポーツ、工芸（その他）
藤崎産業株式会社,青森県八戸市大字河原木字見立山６２６１,0178-20-2571,リサイクルショップ
藤崎産業株式会社 青森支店,青森県青森市原別７丁目５７,017-736-2665,リサイクルショップ
おもしろ市場,青森県平川市小和森上松岡１９３１,0800-777-0112,リサイクルショップ
